ID,App,Category,Rating,Reviews,Size (MB),Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
7533,Fairy Kingdom: World of Magic and Farming,FAMILY,4.4,129542,63,"1,000,000+",Free,0,Everyone,Strategy;Creativity,"July 23, 2018",2.4.9,4.0.3 and up
7534,FK Željezničar,SPORTS,4.9,1420,20,"10,000+",Free,0,Everyone,Sports,"July 12, 2018",2.5.0,4.2 and up
7535,FK CLASSIC FOR YOU,BUSINESS,5,1,3.5,10+,Free,0,Everyone,Business,"February 20, 2018",1.1.0,4.0 and up
7536,Kernel Manager for Franco Kernel ✨,TOOLS,4.8,12700,10,"100,000+",Paid,$3.49 ,Everyone,Tools,"August 3, 2018",3.2.5,5.0 and up
7537,Ray Financial Calculator Pro,FINANCE,4,67,2.4,"10,000+",Paid,$2.99 ,Everyone,Finance,"July 3, 2017",4,3.2 and up
7538,Toy Truck Rally 3D,GAME,4,301895,25,"50,000,000+",Free,0,Everyone,Racing,"May 23, 2018",1.4.4,4.1 and up
7539,FK Crvena zvezda,SPORTS,4.9,1211,15,"10,000+",Free,0,Everyone,Sports,"January 22, 2018",1.0.1,4.4 and up
7540,PRO MX MOTOCROSS 2,GAME,3.8,25275,21,"5,000,000+",Free,0,Everyone,Racing,"August 11, 2017",1.1,2.3 and up
7541,FK Željezničar Izzy,FAMILY,4.9,119,17,"1,000+",Free,0,Everyone,Entertainment,"November 18, 2016",1,4.4 and up
7542,FK Atlantas,SPORTS,1.5,2,26,5+,Free,0,Everyone,Sports,"February 21, 2018",1,4.1 and up
7543,FK Dedinje BGD,SPORTS,5,36,2.6,100+,Free,0,Everyone,Sports,"February 11, 2017",1.1,4.0 and up
7544,FK Crvena Zvezda Izzy,TOOLS,4.8,1456,15,"50,000+",Free,0,Everyone,Tools,"November 14, 2016",1.2,4.4 and up
7545,Crazy Freekick,SPORTS,3.9,47688,17,"5,000,000+",Free,0,Everyone,Sports,"May 18, 2016",1.0.15,2.3 and up
7546,FL State Parks Guide,TRAVEL_AND_LOCAL,3.7,871,45,"100,000+",Free,0,Everyone,Travel & Local,"October 27, 2017",5.29.23 Domain 253,4.4 and up
7547,FL SW Fishing Regulations,SPORTS,4.6,60,24,"1,000+",Paid,$1.99 ,Everyone,Sports,"March 7, 2014",1.03,2.2 and up
7548,Permit Test FL Florida DHSMV,FAMILY,4.7,246,11,"10,000+",Free,0,Everyone,Education,"October 12, 2017",2.9.0,4.1 and up
7549,FL Lottery Results,FAMILY,4.6,1481,3.1,"50,000+",Free,0,Teen,Entertainment,"March 31, 2018",3.7,4.1 and up
7550,Florida DMV Permit Test -Fl,FAMILY,4.3,87,30,"10,000+",Free,0,Everyone,Education,"February 15, 2018",6.0.3,4.4 and up
7551,Lottery Results: Florida,FAMILY,4.2,582,3.2,"100,000+",Free,0,Teen,Entertainment,"January 22, 2018",4,4.0 and up
7552,Scratch-Off Guide for FL Lotto,FAMILY,4.6,25,5.6,"5,000+",Free,0,Everyone,Entertainment,"July 4, 2018",1.11,4.0.3 and up
7553,"Charlotte County, FL",PRODUCTIVITY,4.7,10,7.1,"1,000+",Free,0,Everyone,Productivity,"February 23, 2017",3.9.4,4.0.3 and up
7554,Results for FL Lottery,NEWS_AND_MAGAZINES,4.6,146,7.1,"10,000+",Free,0,Everyone,News & Magazines,"February 28, 2017",3,4.1 and up
7555,Check Lottery Tickets - Florida,FAMILY,2,27,31,"5,000+",Free,0,Teen,Entertainment,"October 17, 2017",2.1,4.0.3 and up
7556,Fish|Hunt FL,LIFESTYLE,3.6,853,34,"100,000+",Free,0,Everyone,Lifestyle,"March 22, 2018",3.2.0,4.1 and up
7557,Florida 511,TOOLS,3.2,148,9.2,"50,000+",Free,0,Everyone,Tools,"August 14, 2017",1.0.18,4.0.3 and up
7558,Florida Storms,WEATHER,3.8,116,36,"10,000+",Free,0,Everyone,Weather,"December 26, 2017",2.0.11,4.4 and up
7559,FL Racing Manager 2018 Lite,SPORTS,4,1338,15,"100,000+",Free,0,Everyone,Sports,"March 17, 2018",1.18,3.0 and up
7560,Florida Tides & Weather,WEATHER,3.8,30,2,"1,000+",Paid,$6.99 ,Everyone,Weather,"May 6, 2015",2.0.0,2.3 and up
7561,FL Tax-Verify,BUSINESS,3.8,17,6.1,"5,000+",Free,0,Everyone,Business,"November 9, 2016",1.1.3,4.0 and up
7562,FL Racing Manager 2015 Pro,SPORTS,4.4,656,22,"5,000+",Paid,$0.99 ,Everyone,Sports,"March 12, 2016",0.858,3.0 and up
7563,Lottery Driver- Florida Result,FAMILY,4.4,70,4.4,"5,000+",Free,0,Teen,Entertainment,"April 16, 2017",2.5,4.1 and up
7564,Florida Travel Guide,TRAVEL_AND_LOCAL,3.8,11,86,"1,000+",Free,0,Everyone,Travel & Local,"July 11, 2018",6.8.2,4.1 and up
7565,The Florida Trail Guide,TRAVEL_AND_LOCAL,4.3,100,13,"5,000+",Free,0,Everyone,Travel & Local,"April 1, 2017",6.0.18,4.1 and up
7566,Florida - Pocket Brainbook,BOOKS_AND_REFERENCE,4.6,7,12,"1,000+",Free,0,Everyone,Books & Reference,"March 19, 2018",1.0.9,4.4 and up
7567,Lottery Ticket Checker - Florida Results & Lotto,TOOLS,1,3,41,500+,Free,0,Everyone,Tools,"December 12, 2017",1,4.2 and up
7568,Florida Statutes (FL Code),BOOKS_AND_REFERENCE,3.2,5,8.2,"1,000+",Free,0,Everyone,Books & Reference,"October 21, 2017",1.5,4.4 and up
7569,Discovery Church Florida,LIFESTYLE,4.7,40,8,"1,000+",Free,0,Teen,Lifestyle,"June 25, 2018",3.8.0,4.1 and up
7570,FL Racing Manager 2018 Pro,SPORTS,4.3,340,15,"5,000+",Paid,$1.99 ,Everyone,Sports,"March 17, 2018",1.18,3.0 and up
7571,Florida Driver License Test,FAMILY,4.5,65,0.47,"5,000+",Free,0,Everyone,Education,"January 30, 2016",2,2.1 and up
7572,Free Florida DMV Test 2018,FAMILY,4.1,665,5.3,"50,000+",Free,0,Everyone,Education,"May 24, 2018",8.1,4.0.3 and up
7573,Canvas FL,FAMILY,4.9,36,9.4,"1,000+",Free,0,Teen,Education,"June 25, 2018",3.8.0,4.1 and up
7574,Florida Lottery Results,NEWS_AND_MAGAZINES,4.1,763,2.2,"100,000+",Free,0,Everyone,News & Magazines,"December 18, 2015",2,2.3.3 and up
7575,Florida Cooling Supply HVAC,PRODUCTIVITY,4.2,6,43,500+,Free,0,Everyone,Productivity,"July 27, 2018",8.1.10.41,4.4 and up
7576,Restaurant Inspections - FL,HEALTH_AND_FITNESS,3.5,143,0.226,"10,000+",Free,0,Everyone,Health & Fitness,"June 12, 2013",1.1,2.2 and up
7577,Florida Keys,TRAVEL_AND_LOCAL,4.2,92,20,"10,000+",Free,0,Everyone,Travel & Local,"April 6, 2017",4.1,4.0.3 and up
7578,South Florida AA Meetings,LIFESTYLE,5,10,21,"1,000+",Free,0,Everyone,Lifestyle,"May 24, 2018",2.18,4.1 and up
7579,Florida Travel Guide - TOURIAS,TRAVEL_AND_LOCAL,3.8,80,37,"10,000+",Free,0,Everyone,Travel & Local,"July 30, 2018",3.21,4.0 and up
7580,Florida State Gameday,SPORTS,4.7,1566,26,"50,000+",Free,0,Everyone,Sports,"July 13, 2018",9.19.2,4.1 and up
7581,"News-Journal-Daytona Beach, FL",NEWS_AND_MAGAZINES,4.5,76,7.8,"5,000+",Free,0,Everyone,News & Magazines,"July 3, 2018",5,4.4 and up
7582,"Trinity Church Deltona, FL",LIFESTYLE,5,33,28,500+,Free,0,Everyone,Lifestyle,"May 7, 2018",1.9.0.0,2.3.3 and up
7583,FL Drone 2,PHOTOGRAPHY,3.3,41,7.8,"5,000+",Free,0,Everyone,Photography,"August 17, 2017",1.0.7,2.2 and up
7584,"Beacon Baptist Jupiter, FL",LIFESTYLE,5,14,2.6,100+,Free,0,Everyone,Lifestyle,"October 13, 2017",2.4,4.0.3 and up
7585,University of Florida,FAMILY,4,168,7.6,"10,000+",Free,0,Everyone,Education,"October 2, 2017",2,4.1 and up
7586,"Ocala Star Banner, FL",NEWS_AND_MAGAZINES,4.5,75,8.1,"5,000+",Free,0,Everyone,News & Magazines,"July 25, 2018",5.1,4.4 and up
7587,Alachua County Sheriff FL,LIFESTYLE,3.2,5,9.5,100+,Free,0,Everyone,Lifestyle,"May 13, 2015",1,4.0 and up
7588,Lotto Results - Mega Millions Powerball Lottery US,NEWS_AND_MAGAZINES,4.5,14221,1.8,"1,000,000+",Free,0,Teen,News & Magazines,"December 11, 2015",2.0.3,2.3.3 and up
7589,Jax Sheriff (FL),LIFESTYLE,4.2,53,16,"5,000+",Free,0,Everyone,Lifestyle,"June 25, 2018",2.0.1,4.1 and up
7590,Hidden Object Florida Vacation Adventure Fun Game,FAMILY,3.7,126,45,"10,000+",Free,0,Everyone,Casual,"June 18, 2018",1.4,4.0.3 and up
7591,WFLA News Channel 8 - Tampa FL,NEWS_AND_MAGAZINES,3.8,133,14,"10,000+",Free,0,Everyone,News & Magazines,"July 18, 2018",v4.30.0.8,5.0 and up
7592,Florida Beach Wallpapers HD,TRAVEL_AND_LOCAL,5,3,12,100+,Free,0,Everyone,Travel & Local,"December 30, 2015",1.8.1,4.1 and up
7593,My MLS App,LIFESTYLE,4.1,1213,13,"100,000+",Free,0,Everyone,Lifestyle,"June 4, 2018",2.8.4,4.0.3 and up
7594,Employ Florida Mobile,BUSINESS,2.9,97,9.9,"10,000+",Free,0,Everyone,Business,"June 13, 2018",4.5.9,4.0.3 and up
7595,PriorityONE Credit Union of Fl,FINANCE,4.7,178,12,"1,000+",Free,0,Everyone,Finance,"June 12, 2018",5.9.1.0,5.0 and up
7596,Florida Wildflowers,FAMILY,5,5,69,"1,000+",Free,0,Everyone,Education,"July 10, 2017",1.5,4.1 and up
7597,Florida Blue,HEALTH_AND_FITNESS,3.2,499,34,"100,000+",Free,0,Everyone,Health & Fitness,"July 10, 2018",4.2.1,7.0 and up
7598,Florida Tech Mobile,FAMILY,3.8,87,5.4,"5,000+",Free,0,Everyone,Education,"September 13, 2016",5.2,4.1 and up
7599,Florida Offline Road Map,TRAVEL_AND_LOCAL,3.8,144,8.7,"10,000+",Free,0,Everyone,Travel & Local,"October 2, 2014",5,2.3.3 and up
7600,Florida Map offline,TRAVEL_AND_LOCAL,4.6,8,18,"1,000+",Free,0,Everyone,Travel & Local,"June 22, 2018",1.73,4.3 and up
7601,"The Ledger - Lakeland, Florida",NEWS_AND_MAGAZINES,4.6,89,5.7,"5,000+",Free,0,Everyone,News & Magazines,"February 17, 2018",5,4.4 and up
7602,FRONTLINE COMMANDO,GAME,4.4,1351833,12,"10,000,000+",Free,0,Teen,Action,"October 28, 2013",3.0.3,2.1 and up
7603,Gainesville Florida Police Department,LIFESTYLE,4.8,4,15,500+,Free,0,Everyone,Lifestyle,"November 22, 2017",1.1,4.1 and up
7604,Gainesville Bus Tracker,MAPS_AND_NAVIGATION,4.2,63,1.6,"10,000+",Free,0,Everyone,Maps & Navigation,"August 25, 2015",1.0.6,4.0 and up
7605,Florida Today,NEWS_AND_MAGAZINES,3.3,202,38,"10,000+",Free,0,Everyone 10+,News & Magazines,"June 20, 2018",5.9.5,5.0 and up
7606,Florida HSMV Driver License,FAMILY,3.9,14,11,"1,000+",Free,0,Everyone,Education,"January 13, 2015",1.3,4.0 and up
7607,WSVN - 7 News Miami,NEWS_AND_MAGAZINES,4.5,3320,14,"100,000+",Free,0,Everyone,News & Magazines,"August 3, 2018",v4.30.0.9,5.0 and up
7608,First Federal Bank of Florida,FINANCE,4.3,133,30,"10,000+",Free,0,Everyone,Finance,"May 23, 2018",18.1.79,5.0 and up
7609,South Florida MLS,LIFESTYLE,4.4,133,13,"10,000+",Free,0,Everyone,Lifestyle,"June 2, 2018",2.8.4,4.0.3 and up
7610,Podcast App: Free & Offline Podcasts by Player FM,NEWS_AND_MAGAZINES,4.6,66407,19,"1,000,000+",Free,0,Teen,News & Magazines,"July 25, 2018",4.1.0.72,4.0 and up
7611,FN Cam,PHOTOGRAPHY,3.4,181,10,"10,000+",Free,0,Everyone,Photography,"January 13, 2016",1.1.5,4.0.3 and up
7612,How it Works: FN SCAR assault rifle,FAMILY,4.6,44,45,"10,000+",Free,0,Everyone,Casual,"January 9, 2018",2.1.9f7,4.0.3 and up
7613,FutureNet your social app,SOCIAL,4.2,2093,7,"100,000+",Free,0,Teen,Social,"March 8, 2018",3.36,4.2 and up
7614,Ninja FN Button,FAMILY,4.8,12,12,"1,000+",Free,0,Teen,Entertainment,"July 4, 2018",1.1,4.0 and up
7615,Wallpapers FN SCAR H,PERSONALIZATION,5,4,9.2,100+,Free,0,Teen,Personalization,"April 12, 2018",1,4.1 and up
7616,FN,BUSINESS,5,14,3.3,50+,Free,0,Everyone,Business,"February 1, 2018",1,4.0 and up
7617,F N Bail Bonds,LIFESTYLE,3.8,4,14,500+,Free,0,Everyone,Lifestyle,"January 6, 2017",1.4,4.0.3 and up
7618,SB · FN 1870 Mobile Banking,FINANCE,2.9,139,3.3,"10,000+",Free,0,Everyone,Finance,"June 19, 2017",3.0.5,4.0 and up
7619,PIP-Camera FN Photo Effect,PHOTOGRAPHY,4.6,8,9,"1,000+",Free,0,Everyone,Photography,"December 4, 2016",1,2.3 and up
7620,Bullet - FN Theme,PERSONALIZATION,3.8,143,0.24,"5,000+",Free,0,Everyone,Personalization,"July 31, 2013",1,2.2 and up
7621,Gun Builder ELITE,GAME,4.1,88941,34,"1,000,000+",Free,0,Teen,Action,"July 26, 2016",3.1.7,4.0 and up
7622,Magnum 3.0 Gun Custom SImulator,GAME,4.5,16815,59,"1,000,000+",Free,0,Teen,Action,"August 4, 2018",1.0404,4.0.3 and up
7623,Circle Colors Pack-FN Theme,PERSONALIZATION,4.2,6,0.089,50+,Paid,$0.99 ,Everyone,Personalization,"August 9, 2013",1,2.2 and up
7624,Pint - FN Theme,PERSONALIZATION,2.5,6,0.234,100+,Free,0,Everyone,Personalization,"August 10, 2013",1,2.2 and up
7625,HAL-9000 - FN Theme,PERSONALIZATION,3.5,159,0.257,"10,000+",Free,0,Everyone,Personalization,"August 16, 2013",1,2.2 and up
7626,Fresh News,NEWS_AND_MAGAZINES,4.4,2207,9.8,"100,000+",Free,0,Everyone,News & Magazines,"July 26, 2018",41,4.1 and up
7627,Fruit Ninja Classic,GAME,4.3,85468,36,"1,000,000+",Paid,$0.99 ,Everyone,Arcade,"June 8, 2018",2.4.1.485300,4.0.3 and up
7628,Hunting Safari 3D,SPORTS,4.2,36183,20,"5,000,000+",Free,0,Teen,Sports,"January 20, 2018",1.4,2.1 and up
7629,Gun Club Armory,GAME,4.2,55014,28,"1,000,000+",Free,0,Teen,Action,"December 4, 2017",1.2.6,4.1 and up
7630,Ethical Hacking,FAMILY,4.1,128,3.2,"10,000+",Free,0,Everyone,Education,"July 9, 2018",1.3,4.0.3 and up
7631,Armed Cam Gun Pack,GAME,4.2,1012,50,"10,000+",Free,0,Teen,Action,"January 18, 2015",1.0.2,3.0 and up
7632,Zombie Defense,FAMILY,4.3,275048,41,"10,000,000+",Free,0,Teen,Strategy,"June 22, 2018",12.2,2.3 and up
7633,Fo File Manager,TOOLS,4.5,1916,0.364,"100,000+",Free,0,Everyone,Tools,"December 31, 2015",1.8.8,2.1 and up
7634,Alarm.fo – choose your info,SOCIAL,4.4,19,3.1,"1,000+",Free,0,Everyone,Social,"May 29, 2018",1.4.8,4.1 and up
7635,FO Bixby,PERSONALIZATION,5,5,0.861,100+,Paid,$0.99 ,Everyone,Personalization,"April 25, 2018",0.2,7.0 and up
7636,Pin-fo,FAMILY,4.6,19,1.6,500+,Free,0,Everyone,Entertainment,"August 15, 2016",3rd Release Aug 2016,2.2 and up
7637,Mu.F.O.,GAME,5,2,16,1+,Paid,$0.99 ,Everyone,Arcade,"March 3, 2017",1,2.3 and up
7638,Fo Fo Fish,GAME,3.4,5,21,50+,Free,0,Everyone,Arcade,"August 25, 2015",1,2.3 and up
7639,Neon Blue Gaming Wallpaper&Theme fo Lenovo K8 Note,BUSINESS,4.6,7,2,500+,Free,0,Everyone,Business,"August 24, 2017",1.0.0,2.3.3 and up
7640,Stylish Fonts,PERSONALIZATION,3.8,153176,4.3,"10,000,000+",Free,0,Everyone,Personalization,"August 7, 2018",1.17,4.0.3 and up
7641,4x4 Jeep Racer,GAME,4.1,7279,54,"1,000,000+",Free,0,Everyone,Racing,"March 9, 2018",1.5,4.0 and up
7642,FunForMobile Ringtones & Chat,SOCIAL,4.4,68358,7.2,"5,000,000+",Free,0,Mature 17+,Social,"May 7, 2016",3.22,4.1 and up
7643,FarmersOnly Dating,DATING,3,1145,1.4,"100,000+",Free,0,Mature 17+,Dating,"February 25, 2016",2.2,4.0 and up
7644,Free Slideshow Maker & Video Editor,PHOTOGRAPHY,4.2,162564,11,"10,000,000+",Free,0,Everyone,Photography,"August 5, 2018",5.2,4.0 and up
7645,Frontline Terrorist Battle Shoot: Free FPS Shooter,GAME,4.2,9183,49,"1,000,000+",Free,0,Mature 17+,Action,"June 22, 2018",1.1,4.4 and up
7646,BankNordik,FINANCE,3.9,28,15,"5,000+",Free,0,Everyone,Finance,"August 8, 2018",7.3.2,5.0 and up
7647,Sona - Nær við allastaðni,LIFESTYLE,4.2,31,25,"1,000+",Free,0,Everyone,Lifestyle,"August 2, 2018",1.6.3,4.4 and up
7648,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36981,4,"1,000,000+",Free,0,Everyone,Communication,"July 6, 2018",5.2,5.0 and up
7649,Mad Dash Fo' Cash,GAME,5,14,16,100+,Free,0,Everyone,Arcade,"June 19, 2017",2.5a,4.1 and up
7650,Launcher Theme for LG K10 2018,PERSONALIZATION,4,649,11,"100,000+",Free,0,Everyone,Personalization,"March 30, 2017",1,2.3.3 and up
7651,Mobile Kick,SPORTS,4.3,111809,40,"10,000,000+",Free,0,Everyone,Sports,"February 7, 2018",1.0.21,4.1 and up
7652,English To Shona Dictionary,BOOKS_AND_REFERENCE,4.6,60,3.7,"10,000+",Free,0,Everyone,Books & Reference,"July 10, 2016",1.4,3.0 and up
7653,Thumbnail Maker,PHOTOGRAPHY,4.4,26252,24,"1,000,000+",Free,0,Everyone,Photography,"May 26, 2018",1.7,4.2 and up
7654,Fon WiFi App – WiFi Connect,TOOLS,4.1,222,16,"50,000+",Free,0,Everyone,Tools,"July 26, 2018",2.2.4,4.4 and up
7655,MOD-MASTER for Minecraft PE (Pocket Edition) Free,TOOLS,4.2,271908,8.1,"10,000,000+",Free,0,Everyone,Tools,"August 2, 2018",3.3.0,4.0 and up
7656,MX Player Codec (ARMv7),LIBRARIES_AND_DEMO,4.3,332083,6.3,"10,000,000+",Free,0,Everyone,Libraries & Demo,"April 23, 2018",1.9.19,4.0 and up
7657,FP Notebook,MEDICAL,4.5,410,60,"50,000+",Free,0,Everyone,Medical,"March 24, 2018",2.1.0.372,4.4 and up
7658,FeaturePoints: Free Gift Cards,FAMILY,3.9,121321,46,"5,000,000+",Free,0,Everyone,Entertainment,"October 22, 2016",8.7,4.0.3 and up
7659,Draw with FP sDraw,TOOLS,4.3,3268,0.467,"100,000+",Free,0,Everyone,Tools,"December 16, 2017",6.6,2.0 and up
7660,FP Click sound changer,PERSONALIZATION,3.5,178,1.4,"10,000+",Free,0,Everyone,Personalization,"December 26, 2015",1,1.6 and up
7661,FP Legacy,MAPS_AND_NAVIGATION,4,3,44,"1,000+",Free,0,Everyone,Maps & Navigation,"July 2, 2018",3.4.0,4.0 and up
7662,Race Manager FP,GAME,3.8,196,11,"5,000+",Free,0,Everyone,Racing,"November 3, 2014",2.1,2.2 and up
7663,FreedomPop Messaging Phone/SIM,COMMUNICATION,3.6,9894,39,"500,000+",Free,0,Everyone,Communication,"July 26, 2018",23.01.1265.0712,4.1 and up
7664,PhotoFunia,PHOTOGRAPHY,4.3,316378,4.4,"10,000,000+",Free,0,Everyone,Photography,"June 3, 2017",4.0.7.0,2.3 and up
7665,Fingerprint Quick Action,TOOLS,4.2,8484,1.7,"1,000,000+",Free,0,Everyone,Tools,"July 22, 2018",0.15.2,6.0 and up
7666,GKPB FP Online Church,LIFESTYLE,5,32,7.9,"1,000+",Free,0,Everyone,Lifestyle,"December 31, 2017",0.7.1,4.4 and up
7667,FP BW LCD View,FAMILY,3.4,16,1.2,500+,Free,0,Everyone,Entertainment,"March 31, 2016",1,4.0.3 and up
7668,FP Charging Daydream,PERSONALIZATION,3.5,96,3.8,"5,000+",Free,0,Everyone,Personalization,"November 23, 2015",2,4.2 and up
7669,FP Runner,GAME,3.7,38,29,"1,000+",Free,0,Everyone,Arcade,"June 29, 2016",1.12,3.1 and up
7670,Finger Scanner Gestures,TOOLS,4.2,2531,3.3,"100,000+",Free,0,Everyone,Tools,"July 30, 2017",1.2.4,6.0 and up
7671,FP FCU,FINANCE,3.6,48,26,"5,000+",Free,0,Everyone,Finance,"April 5, 2018",4.6.71,4.0.3 and up
7672,Slickdeals: Coupons & Shopping,SHOPPING,4.5,33599,12,"1,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",3.9,4.4 and up
7673,SCM FPS Status,BUSINESS,4.2,123,3.3,"10,000+",Free,0,Everyone,Business,"April 28, 2018",3.5,2.3 and up
7674,Hondata Mobile,MAPS_AND_NAVIGATION,4.3,334,0.676,"10,000+",Free,0,Everyone,Maps & Navigation,"August 23, 2016",1.3,2.3.3 and up
7675,FreedomPop Friends for Free Data,TOOLS,4.4,58,2.5,"5,000+",Free,0,Everyone,Tools,"July 24, 2018",2017.07.24,4.1 and up
7676,Fisher-Price® Smart Connect™,TOOLS,2.7,422,72,"50,000+",Free,0,Everyone,Tools,"February 23, 2018",2.4.1,4.4 and up
7677,Fingerprint Lock Screen Prank,TOOLS,4.1,10786,4.3,"1,000,000+",Free,0,Everyone,Tools,"December 9, 2017",5,4.0 and up
7678,Fast Tract Diet,HEALTH_AND_FITNESS,4.4,35,2.4,"1,000+",Paid,$7.99 ,Everyone,Health & Fitness,"August 8, 2018",1.9.3,4.2 and up
7679,FP Разбитый дисплей,FAMILY,4.5,922,0.552,"50,000+",Free,0,Everyone,Entertainment,"September 20, 2014",1.1,1.6 and up
7680,FreedomPop Diagnostics,TOOLS,2.9,452,7,"100,000+",Free,0,Everyone,Tools,"July 17, 2017",1.03.123.0713,4.0.3 and up
7681,NFP 2018,EVENTS,4.8,8,16,500+,Free,0,Everyone,Events,"January 9, 2018",1.0.3,4.2 and up
7682,AAFP,MEDICAL,3.8,63,24,"10,000+",Free,0,Everyone,Medical,"June 22, 2018",2.3.1,5.0 and up
7683,Modern Counter Terrorist FPS Shoot,GAME,4,795,41,"100,000+",Free,0,Teen,Action,"August 29, 2017",1.2,2.3 and up
7684,FQ METER,PRODUCTIVITY,3.9,17,2.4,"1,000+",Free,0,Everyone,Productivity,"April 23, 2017",1.1,4.0 and up
7685,Monster Ride Pro,GAME,5,1,24,10+,Free,0,Everyone,Racing,"March 5, 2018",2,2.3 and up
7686,BEBONCOOL GAMEPAD V1.0,GAME,3.9,404,2.2,"100,000+",Free,0,Everyone,Arcade,"August 30, 2017",1.2,4.0 and up
7687,Union League,FAMILY,4,939,38,"10,000+",Free,0,Everyone,Role Playing,"June 8, 2018",1.0.0.96,4.1 and up
7688,Fortune Quest: Savior,FAMILY,3.6,135,75,"10,000+",Free,0,Everyone 10+,Role Playing,"June 1, 2018",1.022,4.4 and up
7689,Modern Counter 3: FPS Multiplayers battlegro 3,FAMILY,4.1,17,50,"1,000+",Free,0,Everyone,Strategy,"March 16, 2018",15,4.1 and up
7690,Modern Strike Online,GAME,4.3,834117,44,"10,000,000+",Free,0,Teen,Action,"July 30, 2018",1.25.4,4.1 and up
7691,Trine 2: Complete Story,GAME,3.8,252,11,"10,000+",Paid,$16.99 ,Teen,Action,"February 27, 2015",2.22,5.0 and up
7692,Modern Counter Terror Attack – Shooting Game,GAME,4.2,340,72,"50,000+",Free,0,Mature 17+,Action,"October 27, 2017",1,4.1 and up
7693,Big Hunter,GAME,4.3,245455,84,"10,000,000+",Free,0,Everyone 10+,Action,"May 31, 2018",2.8.6,4.0 and up
7694,"sugar, sugar",FAMILY,4.2,1405,9.5,"10,000+",Paid,$1.20 ,Everyone,Puzzle,"June 5, 2018",2.7,2.3 and up
7695,ChopAssistant,TOOLS,4.2,455,2.8,"50,000+",Free,0,Everyone,Tools,"February 28, 2017",1.6,6.0 and up
7696,Modern Counter Global Strike 3D,GAME,4.1,297,48,"50,000+",Free,0,Teen,Action,"March 28, 2018",1.2,4.1 and up
7697,Modern Counter Global Strike 3D V2,GAME,4,368,48,"50,000+",Free,0,Everyone 10+,Action,"March 28, 2018",1.7,4.1 and up
7698,HipChat - beta version,COMMUNICATION,4.1,1035,20,"50,000+",Free,0,Everyone,Communication,"August 7, 2018",3.20.001,4.1 and up
7699,Winter Wonderland,GAME,4,1287,38,"50,000+",Free,0,Everyone,Word,"December 18, 2013",1,2.2 and up
7700,Soccer Clubs Logo Quiz,GAME,4.2,21661,16,"1,000,000+",Free,0,Everyone,Trivia,"May 24, 2018",1.3.81,4.0 and up
7701,Sid Story,GAME,4.4,28510,78,"500,000+",Free,0,Teen,Card,"August 1, 2018",2.6.6,4.0.3 and up
7702,Reindeer VPN - Proxy VPN,TOOLS,4.2,7339,4,"100,000+",Free,0,Everyone,Tools,"May 10, 2018",1.74,4.1 and up
7703,Inf VPN - Global Proxy & Unlimited Free WIFI VPN,TOOLS,4.7,61445,7.8,"1,000,000+",Free,0,Everyone,Tools,"July 26, 2018",1.9.734,4.1 and up
7704,Fuel Rewards® program,LIFESTYLE,4.6,32433,46,"1,000,000+",Free,0,Everyone,Lifestyle,"June 26, 2018",2.9.1,5.0 and up
7705,Fr Daoud Lamei,SOCIAL,4.7,2036,6.8,"100,000+",Free,0,Everyone,Social,"May 20, 2018",1.72,4.0.3 and up
7706,FR Roster,TOOLS,4.1,174,12,"5,000+",Free,0,Everyone,Tools,"July 30, 2018",6.04,4.4 and up
7707,Fr Ignacio Outreach,FAMILY,4.9,52,19,"1,000+",Free,0,Everyone,Education,"January 19, 2018",1,4.4 and up
7708,FR: My Famous Lover,FAMILY,4,185,28,"10,000+",Free,0,Teen,Entertainment,"August 6, 2015",1.3.0,3.0 and up
7709,Fatal Raid - No.1 Mobile FPS,GAME,4.3,56496,81,"1,000,000+",Free,0,Teen,Action,"August 7, 2018",1.5.447,4.0 and up
7710,Poker Pro.Fr,GAME,4.2,5442,17,"100,000+",Free,0,Teen,Card,"May 22, 2018",4.1.3,2.3 and up
7711,Scoreboard FR,LIFESTYLE,4.3,3,15,100+,Free,0,Everyone,Lifestyle,"August 7, 2018",2.1,4.2 and up
7712,Castle Clash: RPG War and Strategy FR,FAMILY,4.7,376223,24,"1,000,000+",Free,0,Everyone,Strategy,"July 18, 2018",1.4.2,4.1 and up
7713,Fr Lupupa Sermons,BUSINESS,4.8,19,21,100+,Free,0,Everyone,Business,"June 12, 2018",1,4.4 and up
7714,Fr Agnel Pune,FAMILY,4.1,80,13,"1,000+",Free,0,Everyone,Education,"June 13, 2018",2.0.20,4.0.3 and up
7715,FR: My Secret Pets! ,FAMILY,4,785,31,"50,000+",Free,0,Teen,Entertainment,"June 3, 2015",1.3.1,3.0 and up
7716,Golden Dictionary (FR-AR),BOOKS_AND_REFERENCE,4.2,5775,4.9,"500,000+",Free,0,Everyone,Books & Reference,"July 19, 2018",7.0.4.6,4.2 and up
7717,HTC Sense Input - FR,TOOLS,4,885,8,"100,000+",Free,0,Everyone,Tools,"October 30, 2015",1.0.612928,5.0 and up
7718,Fanfic-FR,BOOKS_AND_REFERENCE,3.3,52,3.6,"5,000+",Free,0,Teen,Books & Reference,"August 5, 2017",0.3.4,4.1 and up
